individual ID,bodysize (mm),beetle size,treatment,timing,body temperature,temperature difference during walking,temperature difference during resting
23,3.97,S,mite,240,21,,0.2
23,3.97,S,weight,0,20.3,0,
23,3.97,S,weight,10,20.8,0.5,
23,3.97,S,weight,20,21,0.7,
23,3.97,S,weight,30,21,0.7,
23,3.97,S,weight,40,21,0.7,
23,3.97,S,weight,50,21,0.7,
23,3.97,S,weight,60,21.1,0.8,0
23,3.97,S,weight,80,21,,-0.1
23,3.97,S,weight,100,20.9,,-0.2
23,3.97,S,weight,120,20.8,,-0.3
23,3.97,S,weight,140,20.9,,-0.2
23,3.97,S,weight,160,20.7,,-0.4
23,3.97,S,weight,180,20.8,,-0.3
23,3.97,S,weight,200,20.7,,-0.4
23,3.97,S,weight,220,20.4,,-0.7
23,3.97,S,weight,240,20.4,,-0.7
24,3.79,S,control,0,18.7,0,
24,3.79,S,control,10,18.9,0.2,
24,3.79,S,control,20,18.9,0.2,
24,3.79,S,control,30,19.1,0.4,
24,3.79,S,control,40,19.3,0.6,
24,3.79,S,control,50,19.3,0.6,
24,3.79,S,control,60,19.3,0.6,0
24,3.79,S,control,80,19,,-0.3
24,3.79,S,control,100,18.9,,-0.4
24,3.79,S,control,120,19,,-0.3
24,3.79,S,control,140,18.9,,-0.4
24,3.79,S,control,160,18.9,,-0.4
24,3.79,S,control,180,18.9,,-0.4
24,3.79,S,control,200,18.9,,-0.4
24,3.79,S,control,220,18.9,,-0.4
24,3.79,S,control,240,18.9,,-0.4
24,3.79,S,mite,0,19.9,0,
24,3.79,S,mite,10,20.2,0.3,
24,3.79,S,mite,20,20.3,0.4,
24,3.79,S,mite,30,20.3,0.4,
24,3.79,S,mite,40,20.4,0.5,
24,3.79,S,mite,50,20.5,0.6,
24,3.79,S,mite,60,20.8,0.9,0
24,3.79,S,mite,80,20.8,,0
24,3.79,S,mite,100,20.9,,0.1
24,3.79,S,mite,120,20.8,,0
24,3.79,S,mite,140,20.7,,-0.1
24,3.79,S,mite,160,20.8,,0
24,3.79,S,mite,180,20.7,,-0.1
24,3.79,S,mite,200,20.8,,0
24,3.79,S,mite,220,20.7,,-0.1
24,3.79,S,mite,240,20.7,,-0.1
24,3.79,S,weight,0,20,0,
24,3.79,S,weight,10,20.4,0.4,
24,3.79,S,weight,20,20.6,0.6,
24,3.79,S,weight,30,20.6,0.6,
24,3.79,S,weight,40,20.8,0.8,
24,3.79,S,weight,50,20.8,0.8,
24,3.79,S,weight,60,20.9,0.9,0
24,3.79,S,weight,80,20.6,,-0.3
24,3.79,S,weight,100,20.6,,-0.3
24,3.79,S,weight,120,20.5,,-0.4
24,3.79,S,weight,140,20.4,,-0.5
24,3.79,S,weight,160,20.4,,-0.5
24,3.79,S,weight,180,20.3,,-0.6
24,3.79,S,weight,200,20.3,,-0.6
24,3.79,S,weight,220,20.3,,-0.6
24,3.79,S,weight,240,20.3,,-0.6
25,3.97,S,control,0,20.4,0,
25,3.97,S,control,10,20.6,0.2,
25,3.97,S,control,20,20.8,0.4,
25,3.97,S,control,30,20.6,0.2,
25,3.97,S,control,40,20.8,0.4,
25,3.97,S,control,50,20.7,0.3,
25,3.97,S,control,60,20.8,0.4,0
25,3.97,S,control,80,20.5,,-0.3
25,3.97,S,control,100,20.4,,-0.4
25,3.97,S,control,120,20.3,,-0.5
25,3.97,S,control,140,20.1,,-0.7
25,3.97,S,control,160,20.2,,-0.6
25,3.97,S,control,180,20.2,,-0.6
25,3.97,S,control,200,20.2,,-0.6
25,3.97,S,control,220,20.1,,-0.7
25,3.97,S,control,240,20.2,,-0.6
25,3.97,S,mite,0,17.6,0,
25,3.97,S,mite,10,18,0.4,
25,3.97,S,mite,20,18.3,0.7,
25,3.97,S,mite,30,18.1,0.5,
25,3.97,S,mite,40,18.2,0.6,
25,3.97,S,mite,50,18.4,0.8,
25,3.97,S,mite,60,18.3,0.7,0
25,3.97,S,mite,80,18.3,,0
25,3.97,S,mite,100,18.1,,-0.2
25,3.97,S,mite,120,18.1,,-0.2
25,3.97,S,mite,140,18.1,,-0.2
25,3.97,S,mite,160,18.1,,-0.2
25,3.97,S,mite,180,18.1,,-0.2
25,3.97,S,mite,200,18.1,,-0.2
25,3.97,S,mite,220,18.2,,-0.1
25,3.97,S,mite,240,18.3,,0
25,3.97,S,weight,0,19.7,0,
25,3.97,S,weight,10,20,0.3,
25,3.97,S,weight,20,20.2,0.5,
25,3.97,S,weight,30,20.2,0.5,
25,3.97,S,weight,40,20.2,0.5,
25,3.97,S,weight,50,20.3,0.6,
25,3.97,S,weight,60,20.2,0.5,0
25,3.97,S,weight,80,19.8,,-0.4
25,3.97,S,weight,100,19.7,,-0.5
25,3.97,S,weight,120,19.5,,-0.7
25,3.97,S,weight,140,19.4,,-0.8
25,3.97,S,weight,160,19.4,,-0.8
25,3.97,S,weight,180,19.3,,-0.9
25,3.97,S,weight,200,19.4,,-0.8
25,3.97,S,weight,220,19.4,,-0.8
25,3.97,S,weight,240,19.4,,-0.8
26,5.06,L,control,0,20.6,0,
26,5.06,L,control,10,20.6,0,
26,5.06,L,control,20,20.7,0.1,
26,5.06,L,control,30,20.9,0.3,
26,5.06,L,control,40,20.9,0.3,
26,5.06,L,control,50,20.9,0.3,
26,5.06,L,control,60,20.9,0.3,0
26,5.06,L,control,80,21,,0.1
26,5.06,L,control,100,21,,0.1
26,5.06,L,control,120,21,,0.1
26,5.06,L,control,140,20.8,,-0.1
26,5.06,L,control,160,20.7,,-0.2
26,5.06,L,control,180,20.8,,-0.1
26,5.06,L,control,200,20.9,,0
26,5.06,L,control,220,20.8,,-0.1
26,5.06,L,control,240,20.8,,-0.1
26,5.06,L,mite,0,20.1,0,
26,5.06,L,mite,10,20.4,0.3,
26,5.06,L,mite,20,20.6,0.5,
26,5.06,L,mite,30,20.5,0.4,
26,5.06,L,mite,40,20.5,0.4,
26,5.06,L,mite,50,20.6,0.5,
26,5.06,L,mite,60,20.7,0.6,0
26,5.06,L,mite,80,20.6,,-0.1
26,5.06,L,mite,100,20.6,,-0.1
26,5.06,L,mite,120,20.5,,-0.2
26,5.06,L,mite,140,20.7,,0
26,5.06,L,mite,160,20.6,,-0.1
26,5.06,L,mite,180,20.6,,-0.1
26,5.06,L,mite,200,20.7,,0
26,5.06,L,mite,220,20.6,,-0.1
26,5.06,L,mite,240,20.6,,-0.1
26,5.06,L,weight,0,20.4,0,
26,5.06,L,weight,10,20.5,0.1,
26,5.06,L,weight,20,20.6,0.2,
26,5.06,L,weight,30,20.6,0.2,
26,5.06,L,weight,40,20.8,0.4,
26,5.06,L,weight,50,20.8,0.4,
26,5.06,L,weight,60,20.9,0.5,0
26,5.06,L,weight,80,20.7,,-0.2
26,5.06,L,weight,100,20.7,,-0.2
26,5.06,L,weight,120,20.8,,-0.1
26,5.06,L,weight,140,20.7,,-0.2
26,5.06,L,weight,160,20.7,,-0.2
26,5.06,L,weight,180,20.7,,-0.2
26,5.06,L,weight,200,20.6,,-0.3
26,5.06,L,weight,220,20.7,,-0.2
26,5.06,L,weight,240,20.6,,-0.3
27,5.22,L,control,0,19.6,0,
27,5.22,L,control,10,19.6,0,
27,5.22,L,control,20,19.7,0.1,
27,5.22,L,control,30,20,0.4,
27,5.22,L,control,40,20.5,0.9,
27,5.22,L,control,50,20.6,1,
27,5.22,L,control,60,20.8,1.2,0
27,5.22,L,control,80,20.8,,0
27,5.22,L,control,100,20.8,,0
27,5.22,L,control,120,20.8,,0
27,5.22,L,control,140,20.8,,0
27,5.22,L,control,160,20.8,,0
27,5.22,L,control,180,20.8,,0
27,5.22,L,control,200,20.8,,0
27,5.22,L,control,220,20.7,,-0.1
27,5.22,L,control,240,20.7,,-0.1
27,5.22,L,mite,0,19,0,
27,5.22,L,mite,10,19.2,0.2,
27,5.22,L,mite,20,19.1,0.1,
27,5.22,L,mite,30,19.4,0.4,
27,5.22,L,mite,40,19.4,0.4,
27,5.22,L,mite,50,19.4,0.4,
27,5.22,L,mite,60,19.4,0.4,0
27,5.22,L,mite,80,19.4,,0
27,5.22,L,mite,100,19.7,,0.3
27,5.22,L,mite,120,19.9,,0.5
27,5.22,L,mite,140,19.9,,0.5
27,5.22,L,mite,160,19.9,,0.5
27,5.22,L,mite,180,19.9,,0.5
27,5.22,L,mite,200,19.9,,0.5
27,5.22,L,mite,220,19.9,,0.5
27,5.22,L,mite,240,19.9,,0.5
27,5.22,L,weight,0,20.7,0,
27,5.22,L,weight,10,20.9,0.2,
27,5.22,L,weight,20,20.8,0.1,
27,5.22,L,weight,30,21,0.3,
27,5.22,L,weight,40,21.1,0.4,
27,5.22,L,weight,50,21.2,0.5,
27,5.22,L,weight,60,21.1,0.4,0
27,5.22,L,weight,80,21.1,,0
27,5.22,L,weight,100,20.9,,-0.2
27,5.22,L,weight,120,20.9,,-0.2
27,5.22,L,weight,140,20.9,,-0.2
27,5.22,L,weight,160,21.1,,0
27,5.22,L,weight,180,21.1,,0
27,5.22,L,weight,200,21.2,,0.1
27,5.22,L,weight,220,21.2,,0.1
27,5.22,L,weight,240,21.2,,0.1
28,4.17,S,control,0,18.6,0,
28,4.17,S,control,10,18.7,0.1,
28,4.17,S,control,20,18.8,0.2,
28,4.17,S,control,30,18.7,0.1,
28,4.17,S,control,40,18.8,0.2,
28,4.17,S,control,50,18.9,0.3,
28,4.17,S,control,60,19.1,0.5,0
28,4.17,S,control,80,18.9,,-0.2
28,4.17,S,control,100,18.8,,-0.3
28,4.17,S,control,120,18.7,,-0.4
28,4.17,S,control,140,18.8,,-0.3
28,4.17,S,control,160,18.8,,-0.3
28,4.17,S,control,180,18.7,,-0.4
28,4.17,S,control,200,18.7,,-0.4
28,4.17,S,control,220,18.7,,-0.4
28,4.17,S,control,240,18.7,,-0.4
28,4.17,S,mite,0,18.1,0,
28,4.17,S,mite,10,18.3,0.2,
28,4.17,S,mite,20,18.8,0.7,
28,4.17,S,mite,30,19.4,1.3,
28,4.17,S,mite,40,20.2,2.1,
28,4.17,S,mite,50,20.2,2.1,
28,4.17,S,mite,60,20.3,2.2,0
28,4.17,S,mite,80,20.3,,0
28,4.17,S,mite,100,20.4,,0.1
28,4.17,S,mite,120,20.4,,0.1
28,4.17,S,mite,140,20.2,,-0.1
28,4.17,S,mite,160,20.5,,0.2
28,4.17,S,mite,180,20.6,,0.3
28,4.17,S,mite,200,20.7,,0.4
28,4.17,S,mite,220,20.7,,0.4
28,4.17,S,mite,240,20.7,,0.4
28,4.17,S,weight,0,19.3,0,
28,4.17,S,weight,10,19.3,0,
28,4.17,S,weight,20,19.4,0.1,
28,4.17,S,weight,30,19.5,0.2,
28,4.17,S,weight,40,19.6,0.3,
28,4.17,S,weight,50,19.8,0.5,
28,4.17,S,weight,60,19.8,0.5,0
28,4.17,S,weight,80,19.7,,-0.1
28,4.17,S,weight,100,19.6,,-0.2
28,4.17,S,weight,120,19.6,,-0.2
28,4.17,S,weight,140,19.5,,-0.3
28,4.17,S,weight,160,19.5,,-0.3
28,4.17,S,weight,180,19.5,,-0.3
28,4.17,S,weight,200,19.5,,-0.3
28,4.17,S,weight,220,19.5,,-0.3
28,4.17,S,weight,240,19.5,,-0.3
29,4,S,control,0,20.4,0,
29,4,S,control,10,20.4,0,
29,4,S,control,20,20.5,0.1,
29,4,S,control,30,20.8,0.4,
29,4,S,control,40,20.8,0.4,
29,4,S,control,50,20.8,0.4,
29,4,S,control,60,21.2,0.8,0
29,4,S,control,80,21.2,,0
29,4,S,control,100,21.2,,0
29,4,S,control,120,21.1,,-0.1
29,4,S,control,140,21.1,,-0.1
29,4,S,control,160,21.1,,-0.1
29,4,S,control,180,20.9,,-0.3
29,4,S,control,200,20.9,,-0.3
29,4,S,control,220,20.9,,-0.3
29,4,S,control,240,20.9,,-0.3
29,4,S,mite,0,19.7,0,
29,4,S,mite,10,20,0.3,
29,4,S,mite,20,20,0.3,
29,4,S,mite,30,20.2,0.5,
29,4,S,mite,40,20.4,0.7,
29,4,S,mite,50,20.5,0.8,
29,4,S,mite,60,20.5,0.8,0
29,4,S,mite,80,20.7,,0.2
29,4,S,mite,100,20.7,,0.2
29,4,S,mite,120,20.7,,0.2
29,4,S,mite,140,20.8,,0.3
29,4,S,mite,160,20.7,,0.2
29,4,S,mite,180,20.8,,0.3
29,4,S,mite,200,20.8,,0.3
29,4,S,mite,220,20.8,,0.3
29,4,S,mite,240,20.8,,0.3
29,4,S,weight,0,20.3,0,
29,4,S,weight,10,20.8,0.5,
29,4,S,weight,20,20.7,0.4,
29,4,S,weight,30,21.1,0.8,
29,4,S,weight,40,21.1,0.8,
29,4,S,weight,50,21.1,0.8,
29,4,S,weight,60,21.3,1,0
29,4,S,weight,80,21,,-0.3
29,4,S,weight,100,21,,-0.3
29,4,S,weight,120,20.9,,-0.4
29,4,S,weight,140,20.8,,-0.5
29,4,S,weight,160,20.6,,-0.7
29,4,S,weight,180,20.6,,-0.7
29,4,S,weight,200,20.6,,-0.7
29,4,S,weight,220,20.6,,-0.7
29,4,S,weight,240,20.6,,-0.7
30,4.13,S,control,0,20,0,
30,4.13,S,control,10,19.8,-0.2,
30,4.13,S,control,20,20,0,
30,4.13,S,control,30,19.9,-0.1,
30,4.13,S,control,40,20,0,
30,4.13,S,control,50,20,0,
30,4.13,S,control,60,20.2,0.2,0
30,4.13,S,control,80,19.9,,-0.3
30,4.13,S,control,100,19.8,,-0.4
30,4.13,S,control,120,19.8,,-0.4
30,4.13,S,control,140,19.9,,-0.3
30,4.13,S,control,160,19.9,,-0.3
30,4.13,S,control,180,19.9,,-0.3
30,4.13,S,control,200,19.9,,-0.3
30,4.13,S,control,220,19.9,,-0.3
30,4.13,S,control,240,19.9,,-0.3
30,4.13,S,mite,0,19.9,0,
30,4.13,S,mite,10,20.3,0.4,
30,4.13,S,mite,20,20.5,0.6,
30,4.13,S,mite,30,21,1.1,
30,4.13,S,mite,40,20.9,1,
30,4.13,S,mite,50,21,1.1,
30,4.13,S,mite,60,21,1.1,0
30,4.13,S,mite,80,21.2,,0.2
30,4.13,S,mite,100,21.2,,0.2
30,4.13,S,mite,120,21.1,,0.1
30,4.13,S,mite,140,21.1,,0.1
30,4.13,S,mite,160,21.2,,0.2
30,4.13,S,mite,180,21.3,,0.3
30,4.13,S,mite,200,21.4,,0.4
30,4.13,S,mite,220,21.3,,0.3
30,4.13,S,mite,240,21.3,,0.3
30,4.13,S,weight,0,20.1,0,
30,4.13,S,weight,10,20.3,0.2,
30,4.13,S,weight,20,20.5,0.4,
30,4.13,S,weight,30,20.6,0.5,
30,4.13,S,weight,40,20.8,0.7,
30,4.13,S,weight,50,21,0.9,
30,4.13,S,weight,60,21.2,1.1,0
30,4.13,S,weight,80,21.2,,0
30,4.13,S,weight,100,21.2,,0
30,4.13,S,weight,120,21.3,,0.1
30,4.13,S,weight,140,21.2,,0
30,4.13,S,weight,160,21.2,,0
30,4.13,S,weight,180,21,,-0.2
30,4.13,S,weight,200,21,,-0.2
30,4.13,S,weight,220,20.9,,-0.3
30,4.13,S,weight,240,21,,-0.2
31,5.22,L,control,0,22.3,0,
31,5.22,L,control,10,22.4,0.1,
31,5.22,L,control,20,22.6,0.3,
31,5.22,L,control,30,22.7,0.4,
31,5.22,L,control,40,22.7,0.4,
31,5.22,L,control,50,22.8,0.5,
31,5.22,L,control,60,23.5,1.2,0
31,5.22,L,control,80,23.5,,0
31,5.22,L,control,100,23.5,,0
31,5.22,L,control,120,23.6,,0.1
31,5.22,L,control,140,23.3,,-0.2
31,5.22,L,control,160,23.5,,0
31,5.22,L,control,180,23.3,,-0.2
31,5.22,L,control,200,23.3,,-0.2
31,5.22,L,control,220,23.3,,-0.2
31,5.22,L,control,240,23.4,,-0.1
31,5.22,L,mite,0,21.7,0,
31,5.22,L,mite,10,21.8,0.1,
31,5.22,L,mite,20,21.7,0,
31,5.22,L,mite,30,21.7,0,
31,5.22,L,mite,40,21.8,0.1,
31,5.22,L,mite,50,21.9,0.2,
31,5.22,L,mite,60,21.9,0.2,0
31,5.22,L,mite,80,21.8,,-0.1
31,5.22,L,mite,100,21.9,,0
31,5.22,L,mite,120,21.9,,0
31,5.22,L,mite,140,21.7,,-0.2
31,5.22,L,mite,160,21.7,,-0.2
31,5.22,L,mite,180,21.7,,-0.2
31,5.22,L,mite,200,21.5,,-0.4
31,5.22,L,mite,220,21.4,,-0.5
31,5.22,L,mite,240,21.5,,-0.4
31,5.22,L,weight,0,22,0,
31,5.22,L,weight,10,22.2,0.2,
31,5.22,L,weight,20,22.1,0.1,
31,5.22,L,weight,30,22.1,0.1,
31,5.22,L,weight,40,22.2,0.2,
31,5.22,L,weight,50,22.5,0.5,
31,5.22,L,weight,60,22.5,0.5,0
31,5.22,L,weight,80,22.6,,0.1
31,5.22,L,weight,100,22.7,,0.2
31,5.22,L,weight,120,22.7,,0.2
31,5.22,L,weight,140,22.7,,0.2
31,5.22,L,weight,160,22.6,,0.1
31,5.22,L,weight,180,22.6,,0.1
31,5.22,L,weight,200,22.5,,0
31,5.22,L,weight,220,22.5,,0
31,5.22,L,weight,240,22.5,,0
32,5.28,L,control,0,23.2,0,
32,5.28,L,control,10,23.1,-0.1,
32,5.28,L,control,20,23.2,0,
32,5.28,L,control,30,23.3,0.1,
32,5.28,L,control,40,23.3,0.1,
32,5.28,L,control,50,23.4,0.2,
32,5.28,L,control,60,23.8,0.6,0
32,5.28,L,control,80,23.9,,0.1
32,5.28,L,control,100,23.8,,0
32,5.28,L,control,120,23.7,,-0.1
32,5.28,L,control,140,23.7,,-0.1
32,5.28,L,control,160,23.6,,-0.2
32,5.28,L,control,180,23.6,,-0.2
32,5.28,L,control,200,23.5,,-0.3
32,5.28,L,control,220,23.5,,-0.3
32,5.28,L,control,240,23.6,,-0.2
32,5.28,L,mite,0,23.4,0,
32,5.28,L,mite,10,23.2,-0.2,
32,5.28,L,mite,20,23.4,0,
32,5.28,L,mite,30,23.7,0.3,
32,5.28,L,mite,40,23.7,0.3,
32,5.28,L,mite,50,23.8,0.4,
32,5.28,L,mite,60,23.8,0.4,0
32,5.28,L,mite,80,24,,0.2
32,5.28,L,mite,100,23.7,,-0.1
32,5.28,L,mite,120,23.7,,-0.1
32,5.28,L,mite,140,24,,0.2
32,5.28,L,mite,160,24,,0.2
32,5.28,L,mite,180,24,,0.2
32,5.28,L,mite,200,24.1,,0.3
32,5.28,L,mite,220,24.1,,0.3
32,5.28,L,mite,240,24.1,,0.3
32,5.28,L,weight,0,23.6,0,
32,5.28,L,weight,10,23.6,0,
32,5.28,L,weight,20,23.7,0.1,
32,5.28,L,weight,30,24.1,0.5,
32,5.28,L,weight,40,24,0.4,
32,5.28,L,weight,50,24.4,0.8,
32,5.28,L,weight,60,24.3,0.7,0
32,5.28,L,weight,80,24.3,,0
32,5.28,L,weight,100,24.3,,0
32,5.28,L,weight,120,24.2,,-0.1
32,5.28,L,weight,140,24.2,,-0.1
32,5.28,L,weight,160,24.2,,-0.1
32,5.28,L,weight,180,24.2,,-0.1
32,5.28,L,weight,200,24.1,,-0.2
32,5.28,L,weight,220,24.1,,-0.2
32,5.28,L,weight,240,24.1,,-0.2
33,4.34,S,control,0,22.2,0,
33,4.34,S,control,10,22.2,0,
33,4.34,S,control,20,22.4,0.2,
33,4.34,S,control,30,22.6,0.4,
33,4.34,S,control,40,22.6,0.4,
33,4.34,S,control,50,22.6,0.4,
33,4.34,S,control,60,22.6,0.4,0
33,4.34,S,control,80,22.5,,-0.1
33,4.34,S,control,100,22.5,,-0.1
33,4.34,S,control,120,22.3,,-0.3
33,4.34,S,control,140,22.3,,-0.3
33,4.34,S,control,160,22.3,,-0.3
33,4.34,S,control,180,22.3,,-0.3
33,4.34,S,control,200,22.3,,-0.3
33,4.34,S,control,220,22.3,,-0.3
33,4.34,S,control,240,22.3,,-0.3
33,4.34,S,mite,0,23.4,0,
33,4.34,S,mite,10,23.6,0.2,
33,4.34,S,mite,20,23.8,0.4,
33,4.34,S,mite,30,23.9,0.5,
33,4.34,S,mite,40,24,0.6,
33,4.34,S,mite,50,24.1,0.7,
33,4.34,S,mite,60,24.2,0.8,0
33,4.34,S,mite,80,24.2,,0
33,4.34,S,mite,100,24.2,,0
33,4.34,S,mite,120,24.2,,0
33,4.34,S,mite,140,24.2,,0
33,4.34,S,mite,160,23.9,,-0.3
33,4.34,S,mite,180,24.2,,0
33,4.34,S,mite,200,24.3,,0.1
33,4.34,S,mite,220,24.3,,0.1
33,4.34,S,mite,240,24.3,,0.1
33,4.34,S,weight,0,23.4,0,
33,4.34,S,weight,10,23.6,0.2,
33,4.34,S,weight,20,23.7,0.3,
33,4.34,S,weight,30,23.9,0.5,
33,4.34,S,weight,40,23.9,0.5,
33,4.34,S,weight,50,24,0.6,
33,4.34,S,weight,60,24.3,0.9,0
33,4.34,S,weight,80,24.3,,0
33,4.34,S,weight,100,24.2,,-0.1
33,4.34,S,weight,120,24.1,,-0.2
33,4.34,S,weight,140,24,,-0.3
33,4.34,S,weight,160,24,,-0.3
33,4.34,S,weight,180,23.9,,-0.4
33,4.34,S,weight,200,23.9,,-0.4
33,4.34,S,weight,220,23.9,,-0.4
33,4.34,S,weight,240,23.9,,-0.4
34,4.24,S,control,0,23.4,0,
34,4.24,S,control,10,23.4,0,
34,4.24,S,control,20,23.6,0.2,
34,4.24,S,control,30,23.7,0.3,
34,4.24,S,control,40,23.9,0.5,
34,4.24,S,control,50,23.9,0.5,
34,4.24,S,control,60,24.1,0.7,0
34,4.24,S,control,80,24,,-0.1
34,4.24,S,control,100,23.8,,-0.3
34,4.24,S,control,120,23.7,,-0.4
34,4.24,S,control,140,23.9,,-0.2
34,4.24,S,control,160,23.7,,-0.4
34,4.24,S,control,180,23.6,,-0.5
34,4.24,S,control,200,23.6,,-0.5
34,4.24,S,control,220,23.5,,-0.6
34,4.24,S,control,240,23.5,,-0.6
34,4.24,S,mite,0,22.8,0,
34,4.24,S,mite,10,23.1,0.3,
34,4.24,S,mite,20,23.4,0.6,
34,4.24,S,mite,30,23.6,0.8,
34,4.24,S,mite,40,23.4,0.6,
34,4.24,S,mite,50,23.6,0.8,
34,4.24,S,mite,60,23.7,0.9,0
34,4.24,S,mite,80,23.7,,0
34,4.24,S,mite,100,23.6,,-0.1
34,4.24,S,mite,120,23.6,,-0.1
34,4.24,S,mite,140,23.7,,0
34,4.24,S,mite,160,23.7,,0
34,4.24,S,mite,180,23.7,,0
34,4.24,S,mite,200,23.7,,0
34,4.24,S,mite,220,23.7,,0
34,4.24,S,mite,240,23.7,,0
34,4.24,S,weight,0,23.7,0,
34,4.24,S,weight,10,23.6,-0.1,
34,4.24,S,weight,20,23.7,0,
34,4.24,S,weight,30,23.9,0.2,
34,4.24,S,weight,40,24,0.3,
34,4.24,S,weight,50,24,0.3,
34,4.24,S,weight,60,24.3,0.6,0
34,4.24,S,weight,80,24.1,,-0.2
34,4.24,S,weight,100,24.1,,-0.2
34,4.24,S,weight,120,23.8,,-0.5
34,4.24,S,weight,140,24.3,,0
34,4.24,S,weight,160,24.3,,0
34,4.24,S,weight,180,24.3,,0
34,4.24,S,weight,200,24.2,,-0.1
34,4.24,S,weight,220,24.2,,-0.1
34,4.24,S,weight,240,24.1,,-0.2